Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[804][7510][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s G16 [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,"HE(CCMSTP/G) from OLIVINE [7510], HE3_HE4 from OLIVINE [7510]",WHOLE_ROCK [804] / MINERAL / COMPONENT (INCL. GROUNDMASS) [7510] ,198846.849,11747.064,,51601.9725,,22730.5,69801.54,,70540.89,114939.424,1471.4702,,8135.47,18249.6822,1745.684,1100,,,,100,,,,,,,,,,,,,,,,4.50E-08,,,,,,,,,,,,,,,,,,,,,,27.6,,,1124,,,,616,,,,,,,,30,512,21,163,56,,,,,,,,,,,,,472,40.41,76.5,8.81,33.43,6.19,1.87,5.21,0.72,,0.7,1.83,0.25,1.49,0.19,4.1,3.43,,0.000195,0.0001762,,,,,,,,4.83,1.09,0.512866,,,0.703283,,19.203,,15.571,,39.032,,,,,0.1389,,5.28,,6.83,,,,,,3873-G16
[804][7510][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s G18A [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [804] ,202866.79,10008.978,,59381.9622,,26367.38,64515.9,,75186.44,97933.696,1394.0244,,5894.065,14021.0973,1745.684,13300,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,,,,553,,,,,,,,15,484,19,124,42.7,,,,,,,,,,,,0.128,330,34.4,66.1,7.35,28,5.4,1.72,4.91,0.719,3.76,0.694,1.82,0.237,1.46,0.205,2.84,2.25,,0.000161,0.0004182,,,,,,2.07,,4.01,0.903,0.512905,,,0.70312,,19.16,,15.568,,38.961,,,,,0.1345,,1.85,,,,,,,,3873-G18A
[804][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s G7 [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [804] ,199174.0535,11027.856,,59329.0371,,24409.06,60551.67,,86907.52,89913.264,1471.4702,,8965.62,21217.1102,2749.4523,2000,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,,873,,,,490,,,,,,,,32,721,25,163,69,,,,,,,,,,,,,590,63.7,115.46,12.83,47.47,8.14,2.4,6.6,0.88,,0.85,2.23,0.29,1.79,0.25,3.8,3.62,,0.00025,0.0004886,,,,,,,,7.82,1.71,0.51287,,,0.703178,,19.234,,15.583,,39.076,,,,,0.1288,,2.46,,,,,,,,3873-G7
[804][7510][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s KG1 [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [804] ,203100.5075,12466.272,,67161.9519,,18464.16,74465.34,,84620.48,73389.968,1471.4702,,8301.5,21217.1102,1876.6103,2600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,,,,305,,,,,,,,24.1,519,21,147,46.3,,,,,,,,,,,,0.249,386,35.1,70,8.01,31.3,6.19,1.98,5.67,0.823,4.42,0.792,2.11,0.264,1.66,0.232,3.52,2.61,,0.000074,0.0000661,,,,,,2.28,,4.17,0.913,0.512887,,,0.703134,,19.114,,15.581,,38.958,,,,,0.1442,,7.08,,,,,,,,3873-KG1
[804][7510][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s KG3 [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [804] ,200015.4365,12466.272,,65150.7981,,22380.8,64749.09,,84477.54,80927.968,1471.4702,,10210.845,22849.1956,2094.8208,1500,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,715,,,,331,,,,,,,,43.1,627,24,203,76.2,,,,,,,,,,,,0.444,563,53.8,102.1,11.15,41.6,7.37,2.21,6.19,0.89,4.84,0.894,2.39,0.313,1.98,0.283,4.55,4.37,,0.000161,0.0000368,,,,,,4.06,,6.9,1.641,0.512855,,,0.703277,,19.176,,15.58,,39.042,,,,,0.1497,,21.1,,,,,,,,3873-KG3
[804][7510][13472],OCEAN ISLAND,COMOROS / GRANDE COMORE (NJAZIDJA) / LA GRILLE / POST-SHIELD STAGE / INDIAN OCEAN,,-11.35,-11.35,43.2,43.2,SUBAERIAL,,,s KG4 [804],BASANITE [804],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [804] ,219507.476,10548.384,,76953.0954,,15456.74,79517.79,,79188.76,56504.848,1394.0244,,5146.93,22255.71,1091.0525,1200,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,152,,,,,,,,12.6,361,20,138,39,,,,,,,,,,,,0.145,262,22.9,45.1,5.21,20.7,4.36,1.49,4.48,0.702,3.95,0.749,2.09,0.269,1.71,0.247,3.41,2.53,,0.000062,0.0000292,,,,,,1.8,,2.82,0.546,0.51285,,,0.70331,,19.27,,15.6,,39.152,,,,,0.1484,,10.3,,,,,,,,3873-KG4
[13011],OCEAN ISLAND,CAPE VERDE ISLANDS / SAO VICENTE / ATLANTIC OCEAN,,16.85,16.85,-25,-25,SUBAERIAL,,,s 216 [13011],BASANITE [13011],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13011] ,195621.5475,24093.468,,71607.6603,,21961.16,62339.46,,91267.19,44986.784,1316.5786,,10874.965,20475.2532,,,,,,,,,,,,,,,,,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387429
[842],OCEAN ISLAND,CANARY ISLANDS / LANZAROTE / ATLANTIC OCEAN,"CALDERA DE LOS CUERVOS CRATER WALL, BASE",29,29,-13.6,-13.6,SUBAERIAL,,,s LC-1 [842],BASANITE [842],,,,,,,1730,,VOLCANIC ROCK,,,,,WHOLE_ROCK [842] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,1.56,,,,0.70306,,,,,,,,,,,,,,,,,,,,,3876-LC-1
[15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,SCHWARZENACKER,50.45,50.45,9.95,9.95,SUBAERIAL,,,s 2 [15786],BASANITE [15786],,,,MIOCENE [15786] / CENOZOIC [8527],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15786] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,4.36,3.39,,0.000065,0.0000926,,,,,,,,,,0.512838,,,0.703493,,19.418,,15.609,,39.136,,,,,0.13625,,3.345,0.282937,,,,,,,38945-2
[8618][15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,STEINERNES HAUS,50.4,50.4,10.02,10.02,SUBAERIAL,,,s 6 [8618],BASANITE [8618],,,,MIOCENE [15786] / CENOZOIC [8527],,,,"FINE-GRAINED, INTERGRANULAR, PORPHYRITIC [8618] ",VOLCANIC ROCK,,,,,WHOLE_ROCK [8618] ,216702.866,12825.876,,68855.5551,,29164.98,51379.53,,75758.2,58434.576,1239.1328,,11705.115,18175.4965,2400.3155,,,22500,,1500,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,22,,228,240,,,53,223,49,120,,,,,,44,950,25,221,68,,,,,,,,,,,,,985,52,92,,38,7.8,2.21,6.6,,4.8,,2.1,,1.7,0.284,5.05,3.94,,0.000291,0.0000232,,,,,,4,,,,0.512848,,,0.70338,,19.4,,15.61,,39.22,,,,,0.46282,,62.67,0.282937,,,,,,,38946-6
[8618][15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,KLEINBERG,50.72,50.72,9.97,9.97,SUBAERIAL,,,s 7 [8618],"BASANITE, HORNBLENDE [8618] / BASANITE [15786]",,,,MIOCENE [15786] / CENOZOIC [8527],,,,"FINE-GRAINED, INTERGRANULAR, PORPHYRITIC [8618] ",VOLCANIC ROCK,,,,,WHOLE_ROCK [8618] ,199080.5665,17920.266,,71607.6603,,41404.48,46871.19,,83834.31,52645.392,1239.1328,,5811.05,26187.5521,3535.0101,,,25600,,1500,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,29,,300,164,,,53,83,85,125,,,,,,65,1050,28,298,75.8,,,,,,,,,,,,,680,56,114,,51,9.9,2.95,9.1,,6.1,,2.7,,2.1,0.302,7.34,4.63,,0.000475,0.0000162,,,,,,7,,,,0.512794,,,0.703968,,19.118,,15.587,,38.89,,,,,0.51133,,986,0.283006,,,,,,,38947-7
[8618][15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,DЬаRNBERG,50.65,50.65,9.92,9.92,SUBAERIAL,,,s 10 [8618],BASANITE [8618],,,,MIOCENE [15786] / CENOZOIC [8527],,,,"FINE-GRAINED, INTERGRANULAR, PORPHYRITIC [8618] ",VOLCANIC ROCK,,,,,WHOLE_ROCK [8618] ,201230.7675,17860.332,,73195.4133,,27976,54100.08,,79474.64,53429.344,1239.1328,,17184.105,16988.5253,3098.5891,,,28000,,4100,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,27,,343,220,,,52,93,35,114,,,,,,52,920,25,280,71.1,,,,,,,,,,,,,725,56,112,,48,8.6,2.11,7.1,,4.6,,1.6,,1.4,0.281,6.83,4.31,,0.000564,5.50E-06,,,,,,3,,,,0.512813,,,0.7037,,19.222,,15.592,,38.997,,,,,0.66094,,522.6,0.282967,,,,,,,38948-10
[8618][15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,GANGOLFSBERG,50.4,50.4,10.02,10.02,SUBAERIAL,,,s 19 [8618],BASANITE [8618],,,,MIOCENE [15786] / CENOZOIC [8527],,,,"FINE-GRAINED, INTERGRANULAR, PORPHYRITIC [8618] ",VOLCANIC ROCK,,,,,WHOLE_ROCK [8618] ,207681.3705,12586.14,,65944.6746,,22101.04,57520.2,,82619.32,70374.768,1084.2412,,6143.11,21884.7815,3054.947,,,17900,,500,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,26,,223,563,,,58,375,57,115,,,,,,52,860,24,163,72.2,,,,,,,,,,,,,760,49,87,,35,8.6,2.39,7.1,,5.2,,2.2,,1.7,0.252,3.96,3.84,,0.00027,0.0000191,,,,,,3,,,,0.512848,,,0.703554,,19.357,,15.59,,39.091,,,,,0.21958,,68.6,0.282962,,,,,,,38950-19
[8618][15786][8527][8601],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC / GERMANY / RHЬаN,BILLSTEIN,50.57,50.57,10,10,SUBAERIAL,,,s 22 [8618],BASANITE [8618],,,,MIOCENE [15786] / CENOZOIC [8527],,,,"FINE-GRAINED, INTERGRANULAR, PORPHYRITIC [8618] ",VOLCANIC ROCK,,,,,WHOLE_ROCK [8618] ,207541.14,12466.272,,64886.1726,,27556.36,53944.62,,77330.54,74354.832,1161.687,,8052.455,20920.3674,2269.3892,,,19700,,1400,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,24,,213,611,,,54,373,63,110,,,,,,42,750,22,167,73.7,,,,,,,,,,,,,1440,46,83,,32,6.8,2.13,6.5,,4.8,,2,,1.6,0.223,4.1,4.13,,0.000144,0.0000701,,,,,,4,,,,0.512838,,,0.703429,,19.329,,15.583,,39.031,,,,,0.13569,,9.866,0.282971,,,,,,,38952-22
[12551],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / JINGBOHU,,44,44.2,128.5,129,SUBAERIAL,,,s J99821-1 [12551],BASANITE [12551],300 [12551],5500 [12551],,HOLOCENE [12551],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [12551] ,221704.4205,10128.846,,80075.6763,,,,82238.34,60463.62,48484.416,1316.5786,,19259.48,33161.0079,3142.2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,1011,25.2,246,73.1,,,,,,,,,,,,0.79,652,59.2,106.1,11.9,45.4,8.92,2.87,7.58,1.11,5.75,1.01,2.36,,1.64,0.23,5.55,4.21,,,,,,,,,5.15,,8.13,1.98,,,,,,,,,,,,,,,,,,,,,,,,,389983
[12551],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / JINGBOHU,,44,44.2,128.5,129,SUBAERIAL,,,s J99821-5 [12551],BASANITE [12551],300 [12551],5500 [12551],,HOLOCENE [12551],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [12551] ,223620.904,10248.714,,79811.0508,,,,73688.04,56890.12,49027.152,1316.5786,,23908.32,36499.3644,3971.4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,960,25,239,68.9,,,,,,,,,,,,0.97,636,56.5,101.9,11.4,43.3,8.46,2.69,7.44,1.06,5.64,1,2.38,,1.68,0.25,5.52,4,,,,,,,,,7.02,,7.55,1.93,0.512801,,,0.704114,,18,,15.505,,37.958,,,,,,,,,,,,,,,389984
[12551],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / JINGBOHU,,44,44.2,128.5,129,SUBAERIAL,,,s J99821-6 [12551],BASANITE [12551],300 [12551],5500 [12551],,HOLOCENE [12551],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [12551] ,210205.5195,10967.922,,79281.7998,,,,80761.47,60106.27,51258.4,1316.5786,,27145.905,36796.1072,4189.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,759,23,199,62.6,,,,,,,,,,,,0.69,668,47.1,83.7,9.3,35.3,7.18,2.43,6.47,0.94,5.13,0.92,2.21,,1.6,0.24,4.63,3.57,,,,,,,,,4.8,,7.84,1.64,,,,,,,,,,,,,,,,,,,,,,,,,389985
[12551],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / JINGBOHU,,44,44.2,128.5,129,SUBAERIAL,,,s J99824-1 [12551],BASANITE [12551],300 [12551],5500 [12551],,HOLOCENE [12551],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [12551] ,216843.0965,10608.318,,78699.6237,,,,72910.74,59320.1,54454.512,1316.5786,,24904.5,35386.5789,4320.5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,1066,25.8,254,76.5,,,,,,,,,,,,0.87,680,62.5,111.6,12.5,47.8,9.38,2.99,8.35,1.14,6.06,1.03,2.37,,1.56,0.23,5.57,4.43,,,,,,,,,5.91,,8.47,2.18,,,,,,,,,,,,,,,,,,,,,,,,,389988
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.146,15.146,-23.6957,-23.6957,SUBAERIAL,,,s 302 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,207821.601,22235.514,,76476.7695,,,,91099.56,94483.34,43057.056,1471.4702,,8799.59,15208.0685,3054.947,,,,,,,,,,,,,,,,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,347,110,,,45,85,111,132,25,,,,,19,1465,28,312,87,,,,,,,,,,,,,682,50,107,,51,,,,,,,,,,,,,,,,,,,,,,,,,0.512748,,,0.703406,,19.16,,15.57,,39.086,,,,,,,,,,,,,,,393551
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1448,15.1448,-23.6951,-23.6951,SUBAERIAL,,,s 303 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205250.7085,24992.478,,72507.387,,,,92498.7,96770.38,46976.816,1394.0244,,10708.935,12611.569,2182.105,,,,,,,,,,,,,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,360,140,,,49,96,136,124,23,,,,,34,961,25,340,80,,,,,,,,,,,,,605,33,77,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703364,,19.299,,15.59,,39.192,,,,,,,,,,,,,,,393552
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1456,15.1456,-23.6935,-23.6935,SUBAERIAL,,,s 308 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205437.6825,25052.412,,72507.387,,,,91565.94,95769.8,47760.768,1394.0244,,8467.53,15282.2542,2225.7471,,,,,,,,,,,,,,,,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,363,137,,,51,93,129,127,24,,,,,18,824,24,339,80,,,,,,,,,,,,,567,33,76,,42,,,,,,,,,,,,,,,,,,,,,,,,,0.512766,,,0.703357,,,,,,,,,,,,,,,,,,,,,393557
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1456,15.1456,-23.6935,-23.6935,SUBAERIAL,,,s 309 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205250.7085,25052.412,,72454.4619,,,,92343.24,98700.07,46253.168,1394.0244,,7471.35,14540.3972,2225.7471,,,,,,,,,,,,,,,,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,363,131,,,51,92,128,122,23,,,,,23,922,24,341,80,,,,,,,,,,,,,567,35,75,,42,,,,,,,,,,,,,,,,,,,,,,,,,0.512772,,,0.703357,,19.293,,15.58,,39.169,,,,,,,,,,,,,,,393558
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1452,15.1452,-23.6918,-23.6918,SUBAERIAL,,,s 310 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,209036.932,21815.976,,86744.2389,,,,87601.71,82190.5,37086.96,1471.4702,,10708.935,20475.2532,3622.2943,,,,,,,,,,,,,,,,17800,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,318,26,,,42,42,53,125,25,,,,,30,1127,30,341,101,,,,,,,,,,,,,774,59,119,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393559
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.144,15.144,-23.6918,-23.6918,SUBAERIAL,,,s 311 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,PORPHYRITIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,210579.4675,21756.042,,65838.8244,,,,83559.75,92768.06,62052.816,1316.5786,,9214.665,14095.283,2094.8208,,,,,,,,,,,,,,,,10400,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,321,472,,,51,190,96,121,22,,,,,25,708,23,281,66,,,,,,,,,,,,,558,34,74,,40,,,,,,,,,,,,,,,,,,,,,,,,,0.512749,,,0.703444,,19.191,,15.571,,39.131,,,,,,,,,,,,,,,393560
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.143,15.143,-23.6898,-23.6898,SUBAERIAL,,,s 312 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,PORPHYRITIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,206606.27,23973.6,,77535.2715,,,,91643.67,87121.93,44866.176,1471.4702,,10791.95,16024.1112,3404.0838,,,,,,,,,,,,,,,,18100,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,350,137,,,47,88,63,125,22,,,,,35,1261,31,369,101,,,,,,,,,,,,,755,65,127,,60,,,,,,,,,,,,,,,,,,,,,,,,,0.51275,,,0.703482,,19.181,,15.57,,39.158,,,,,,,,,,,,,,,393561
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1424,15.1424,-23.6905,-23.6905,SUBAERIAL,,,s 313 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,PORPHYRITIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205998.6045,24033.534,,77958.6723,,,,92809.62,84906.36,44805.872,1548.916,,12120.19,16024.1112,3404.0838,,,,,,,,,,,,,,,,18700,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,357,132,,,49,94,63,134,22,,,,,33,1121,31,367,101,,,,,,,,,,,,,741,63,129,,59,,,,,,,,,,,,,,,,,,,,,,,,,0.512746,,,0.703487,,19.182,,15.57,,39.158,,,,,,,,,,,,,,,393562
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1359,15.1359,-23.6857,-23.6857,SUBAERIAL,,,s 316 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,203007.0205,27329.904,,83780.4333,,,,89778.15,79045.82,33770.24,1394.0244,,22165.005,22255.71,3578.6522,,,,,,,,,,,,,,,,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,361,5,,,40,22,42,127,24,,,,,52,1133,30,373,104,,,,,,,,,,,,,878,61,128,,62,,,,,,,,,,,,,,,,,,,,,,,,,0.512745,,,0.703415,,19.18,,15.572,,39.103,,,,,,,,,,,,,,,393565
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1385,15.1385,-23.682,-23.682,SUBAERIAL,,,s 317 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205577.913,24333.204,,82880.7066,,,,91410.48,84263.13,34493.888,1471.4702,,17765.21,18620.6107,3840.5048,,,,,,,,,,,,,,,,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,373,14,,,43,46,63,121,22,,,,,47,1130,29,341,100,,,,,,,,,,,,,926,66,135,,61,,,,,,,,,,,,,,,,,,,,,,,,,0.512758,,,0.703397,,19.28,,15.582,,39.203,,,,,,,,,,,,,,,393566
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1396,15.1396,-23.6802,-23.6802,SUBAERIAL,,,s 318 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,APHYRIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,203801.66,24752.742,,83621.658,,,,90322.26,84620.48,37147.264,1548.916,,14942.7,19288.282,4189.6416,,,,,,,,,,,,,,,,20900,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,354,11,,,42,30,47,140,25,,,,,38,1258,32,368,117,,,,,,,,,,,,,866,72,142,,64,,,,,,,,,,,,,,,,,,,,,,,,,0.512771,,,0.703479,,19.149,,15.57,,39.092,,,,,,,,,,,,,,,393567
[13086],OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION / ATLANTIC OCEAN,,15.1391,15.1391,-23.6748,-23.6748,SUBAERIAL,,,s 320 [13086],BASANITE [13086],,,,PLIOCENE [13086],,,,VERY PORPHYRITIC [13086] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [13086] ,205811.6305,21276.57,,68114.6037,,,,87601.71,90481.02,63801.632,1316.5786,,11622.1,12463.1976,2443.9576,,,,,,,,,,,,,,,,27300,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,317,420,,,56,192,96,116,19,,,,,41,905,25,273,78,,,,,,,,,,,,,685,47,94,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393570
