Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[521][7510],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC59 [521],"BASANITE, ANKARAMITIC [521]",,,,,,,,PORPHYRITIC [521] ,VOLCANIC ROCK,,,,"HE(CCMSTP/G) from OLIVINE [7510], HE3_HE4 from OLIVINE [7510]",WHOLE_ROCK [521] / MINERAL / COMPONENT (INCL. GROUNDMASS) [7510] ,191835.324,24213.336,,68167.5288,,,,120092.85,88336.92,55600.288,1471.4702,,10957.98,18472.2393,1963.8945,,,2700,,,,,,,,,,,,,10800,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,,,32,,436,167,,,71,103,70,106,,,,,,35,732,23,222,50,,,,,,,,,,,,,391,32,87,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,,,,,1609-TDC59
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC61 [521],BASANITE [521],,,,,,,,SPARSELY PHYRIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,208943.445,21756.042,,84362.6094,,,,93975.57,73042.34,32684.768,1626.3618,,20670.735,29154.9801,3360.4417,,,2200,,,,,,,,,,,,,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,,286,9.6,,,40,16,24,104,,,,,,73,1125,30,328,81,,,,,,,,,,,,,677,59,136,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609-TDC61
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC72 [521],"BASANITE, ANKARAMITIC [521]",,,,,,,,PORPHYRITIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,210252.263,22115.646,,76212.144,,,,102370.41,79760.52,37991.52,1471.4702,,15523.805,26410.1092,2531.2418,,,1900,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,339,64,,,51,31,24,105,,,,,,47,961,29,284,69,,,,,,,,,,,,,581,49,117,,63,,,,,,,,,,,,,,,,,,,,,3.72,,,1.42,0.51255,,,0.70495,,18.715,,15.578,,39.209,,,,,,,,,,,,,,,1609-TDC72
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC77 [521],BASANITE [521],,,,,,,,APHYRIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,207400.9095,21875.91,,80446.152,,,,99261.21,78045.24,36544.224,1471.4702,,18927.42,29451.7229,2793.0944,,,1600,,,,,,,,,,,,,5800,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,344,46,,,45,36,51,102,,,,,,62,996,27,296,72,,,,,,,,,,,,,620,54,122,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609-TDC77
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC85 [521],BASANITE [521],,,,,,,,SPARSELY PHYRIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,205811.6305,22475.25,,85526.9616,,,,92965.08,74829.09,33167.2,1703.8076,,21832.945,29006.6087,4975.1994,,,1200,,,,,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,269,13,,,37,10.9,18,106,,,,,,65,1450,32,299,83,,,,,,,,,,,,,840,63,153,,82,,,,,,,,,,,,,,,,,,,,,4.78,,,1.74,0.51251,,,0.70505,,18.505,,15.543,,39.047,,,,,,,,,,,,,,,1609-TDC85
[521][11317],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"PLANTATION GULCH, MAIN CLIFFS",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC88 [521],"BASANITE, ANKARAMITIC [521]",,,,,,,,PORPHYRITIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,199267.5405,24273.27,,74042.2149,,,,107656.05,84477.54,45228,1703.8076,,15274.76,25000.5809,2880.3786,,,1700,,,,,,,,,,,,,7300,,,,,,,,,,,,,,4.0892495,,,,,,,,,,,,,29.3911595,,347,133,,,53,54,31,102,,,,,,42.25954025,900.1494453,23.84323,233.5112268,59.294374,,,,,,,,,,,,0.466355,576.7401398,51,110,14.07,55.3,10.31,3.06,8.92,1.19,5.62,0.995,2.27,0.297,1.78,0.252,5.57553375,3.30269175,,,,,,,,,4.44,,6.1313075,2.11,0.51259,,,0.70495,,18.744,,15.581,,39.231,,,,,,,,,,,,,,,1609-TDC88
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,BETWEEN PLANTATION AND CAVES GULCHES,-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s ALR39T [521],"BASANITE, ANKARAMITIC [521]",,,,,,,,PORPHYRITIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,198706.6185,24393.138,,73936.3647,,,,107811.51,83905.78,44624.96,1548.916,,15772.85,24926.3952,2924.0207,,,1200,,,,,,,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,347,132,,,53,55,33,104,,,,,,45,989,27,244,58,,,,,,,,,,,,,572,48,115,,65,,,,,,,,,,,,,,,,,,,,,3.05,,,1.34,0.51255,,,0.70497,,18.712,,15.555,,39.133,,,,,,,,,,,,,,,1610-ALR39T
[521],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,QUEEN MARY^S PEAK,-37.05,-37.05,-12.3,-12.3,SUBAERIAL,,,s TDC91 [521],BASANITE [521],,,,,,,,SPARSELY PHYRIC [521] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [521] ,215908.2265,20497.428,,88543.6923,,,,80606.01,67324.74,28765.008,1626.3618,,26481.785,32344.9652,3447.7259,,,1600,,,,,,,,,,,,,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,232,,,,28,2.6,11.1,97,,,,,,78,1210,30,347,94,,,,,,,,,,,,,820,69,154,,79,,,,,,,,,,,,,,,,,,,,,6.12,,,2.05,0.51255,,,0.70512,,18.534,,15.541,,39.02,,,,,,,,,,,,,,,1612-TDC91
[562][567],OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / A SERIES / PACIFIC OCEAN,,-17.7,-17.7,-149.45,-149.45,SUBAERIAL,,,s TH-3 [562],BASALT [562] / BASANITE [567],,,,,,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [562] ,209083.6755,21036.834,,70919.634,,99454.68,4352.88,101826.3,65966.81,56806.368,1471.4702,,10957.98,21068.7388,2051.1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,160,,,61,255,125,,,,,,,26,608,27.6,283,35.8,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629-TH-3
[1313],OCEAN ISLAND,COMOROS / MAYOTTE (MAHORE) / SHIELD STAGE / INDIAN OCEAN,,-12.75,-12.75,45.08,45.08,SUBAERIAL,110,110,s D [1313],BASANITE [1313],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1313] ,211187.133,14384.16,,79175.9496,,37208.08,50990.88,,74471.74,47459.248,1471.4702,,13863.505,27597.0804,,,11000,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16431
[1313],OCEAN ISLAND,COMOROS / MAYOTTE (MAHORE) / DIFFERENTIATED SERIES / INDIAN OCEAN,NORTHERN ERUPTIVE CENTER,-12.75,-12.75,45.08,45.08,SUBAERIAL,110,110,s F [1313],BASANITE [1313],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1313] ,211420.8505,16182.18,,78117.4476,,36858.38,54799.65,,69754.72,52223.264,1548.916,,14527.625,26187.5521,,,4500,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16433
[1313],OCEAN ISLAND,COMOROS / MOHELI (MWALI) / DIFFERENTIATED STAGE / INDIAN OCEAN,"WEST OF FOMBONI, TOWARDS M^TAKOUDJA",-12.25,-12.25,43.66,43.66,SUBAERIAL,,,s MO12 [1313],BASANITE [1313],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1313] ,188610.0225,20377.56,,60069.9885,,53014.52,48425.79,,83262.55,78093.68,1626.3618,,5395.975,19288.282,,,15500,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16441
[6904],OCEAN ISLAND,CAMEROON LINE / SAO TOME / ATLANTIC OCEAN,SAO TOME,0.42,0.42,6.58,6.58,SUBAERIAL,,,s 265ST020 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,,164748
[6904],OCEAN ISLAND,CAMEROON LINE / PRINCIPE / ATLANTIC OCEAN,PRAIA DA CAMPANHA,1.62,1.62,7.45,7.45,SUBAERIAL,,,s 283PP07C [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from CLINOPYROXENE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,,,,,164752
[6904],OCEAN ISLAND,CAMEROON LINE / BIOKO / ATLANTIC OCEAN,BAKAKE,3.4,3.4,8.7,8.7,SUBAERIAL,,,s 240BK022 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,,,,,164754
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHWESTERN CAMEROON LINE / MOUNT CAMEROON,BAKINGILI,4.203,4.203,9.17,9.17,SUBAERIAL,,,s 207ACA076 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,,,,,164762
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHWESTERN CAMEROON LINE / MOUNT CAMEROON,BAKINGILI,4.203,4.203,9.17,9.17,SUBAERIAL,,,s 207BCA076 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from CLINOPYROXENE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,,,,164763
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHWESTERN CAMEROON LINE / MOUNT CAMEROON,MUTENGENE,4.203,4.203,9.17,9.17,SUBAERIAL,,,s 120CA067 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,,,,,164764
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHWESTERN CAMEROON LINE / MOUNT CAMEROON,LIKOMBA,4.203,4.203,9.17,9.17,SUBAERIAL,,,s 268ACA066 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,,,,,164765
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHWESTERN CAMEROON LINE / MANENGOUBA,MELONG,5.03,5.03,9.83,9.83,SUBAERIAL,,,s 276CA052 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from OLIVINE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85,,,,,164769
[6904],RIFT VOLCANICS,MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / CENTRAL CAMEROON LINE / MOUNT OKU GROUP,MOUNT OKU,6.25,6.25,10.5,10.5,SUBAERIAL,,,s 133CA075 [6904],BASANITE [6904],,,,,,,,,VOLCANIC ROCK,,,,HE3_HE4(R/R(A)) from CLINOPYROXENE [6904],MINERAL / COMPONENT (INCL. GROUNDMASS) [6904] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,,,164778
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 96/54 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,206466.0395,30626.274,,61075.5654,,52245.18,42129.66,,75114.97,45529.52,1316.5786,,9712.755,23368.4955,4451.4942,21100,,,,,,,,,,,,,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165126
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 96/62 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,214318.9475,18399.738,,90025.5951,,40844.96,25029.06,,77687.89,23880.384,1316.5786,,17267.12,28932.423,2924.0207,18900,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165127
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 97/20 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,208522.7535,24752.742,,63827.6706,,46859.8,43606.53,,70755.3,49750.8,1471.4702,,25900.68,17433.6395,4145.9995,18600,,,,,,,,,,,,,,,19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165128
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 97/23 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,196182.4695,28768.32,,63880.5957,,54343.38,46638,,81547.27,52223.264,1394.0244,,9712.755,18694.7964,4015.0732,24200,,,,,,,,,,,,,,,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165129
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 97/24 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,201277.511,31405.416,,61128.4905,,56791.28,48037.14,,70612.36,45529.52,1471.4702,,10376.875,23368.4955,4276.9258,22100,,,,,,,,,,,,,,,20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165130
[6880],OCEAN ISLAND,CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX / ATLANTIC OCEAN,,28.4,28.4,-14,-14,SUBAERIAL,,,s 97/25 [6880],BASANITE [6880],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6880] ,176737.1735,32843.832,,61022.6403,,50846.38,60862.59,,64394.47,66997.744,1316.5786,,26232.74,11572.9692,4320.5679,37800,,,,,,,,,,,,,,,37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165131
[6857],OCEAN ISLAND,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA / ATLANTIC OCEAN,"NEAR BIG POINT, FLOW D",-37.05,-37.05,-12.3,-12.3,SUBAERIAL,0.305,0.305,s 11898 [6857],BASANITE [6857],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6857] ,201511.2285,23673.93,,78805.4739,,,,95607.9,76758.78,40463.984,1316.5786,,18429.33,21142.9245,2924.0207,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,4.8,1.52,,,,,,,,,,,,21.5,,367,82.2,,,47.3,42.3,35.6,120,,,,,,67.2,1189,25.2,271,67.2,,,,,,,,,,,,0.745,732,58.7,123,14.9,58.9,10.6,3.19,8.66,1.14,5.77,1.02,2.43,0.317,1.83,0.25,6.22,4.05,,,,,,,,,4.48,,7.16,1.73,,,,,,18.481,,15.533,,38.961,,,,,,,,,,,,,,,165711
[6793],CONVERGENT MARGIN,NEW ZEALAND / NORTHLAND-AUCKLAND PENINSULA / SOUTH AUCKLAND VOLCANIC ZONE / PACIFIC OCEAN,MANUKAU LOWLANDS,-37.25,-37.25,175.1,175.1,SUBAERIAL,,,s AU26102 (1) [6793],BASANITE [6793],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6793] ,196883.622,19478.55,,65521.2738,,32032.52,78507.3,,66467.1,65248.928,2478.2656,,12701.295,29451.7229,3971.4311,,2400,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,93,,,,,266,311,,,74,212,99,119,20,,,,,20,872,28,282,7,,,,,,,,,,,,,217,42,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168589
[6793],CONVERGENT MARGIN,NEW ZEALAND / NORTHLAND-AUCKLAND PENINSULA / SOUTH AUCKLAND VOLCANIC ZONE / PACIFIC OCEAN,MANUKAU LOWLANDS,-37.25,-37.25,175.1,175.1,SUBAERIAL,,,s AU26103 (2) [6793],BASANITE [6793],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6793] ,203007.0205,15343.104,,70813.7838,,17554.94,77730,,66538.57,70374.768,1471.4702,,10708.935,30416.137,3665.9364,,4200,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,120,,,,,253,486,,,80,,,,,,,,,23,751,,,7,,,,,,,,,,,,,,45,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168590
[6793],CONVERGENT MARGIN,NEW ZEALAND / NORTHLAND-AUCKLAND PENINSULA / SOUTH AUCKLAND VOLCANIC ZONE / PACIFIC OCEAN,MANUKAU LOWLANDS,-37.25,-37.25,175.1,175.1,SUBAERIAL,,,s AU26104 (3) [6793],BASANITE [6793],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6793] ,203147.251,17021.256,,67214.877,,27836.12,70734.3,,67396.21,68022.912,1548.916,,11290.04,29080.7944,4320.5679,,6000,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,83,,,,,246,406,,,72,218,117,114,20,,,,,20,786,29,276,6,,,,,,,,,,,,,216,47,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168591
[6793],CONVERGENT MARGIN,NEW ZEALAND / NORTHLAND-AUCKLAND PENINSULA / SOUTH AUCKLAND VOLCANIC ZONE / PACIFIC OCEAN,MANUKAU LOWLANDS,-37.25,-37.25,175.1,175.1,SUBAERIAL,,,s AU26105 (4) [6793],BASANITE [6793],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6793] ,204736.53,18459.672,,70707.9336,,32242.34,79284.6,,58105.11,42876.144,2555.7114,,16769.03,38279.8212,5411.6204,,8000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,206,,,,,195,158,,,80,85,77,136,22,,,,,44,1380,33,381,7,,,,,,,,,,,,,338,64,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168592
[6793],CONVERGENT MARGIN,NEW ZEALAND / NORTHLAND-AUCKLAND PENINSULA / SOUTH AUCKLAND VOLCANIC ZONE / PACIFIC OCEAN,MANUKAU LOWLANDS,-37.25,-37.25,175.1,175.1,SUBAERIAL,,,s AU26106 (5) [6793],BASANITE [6793],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [6793] ,207354.166,17081.19,,72719.0874,,25108.46,70034.73,,65966.81,56746.064,2245.9282,,13282.4,31825.6653,3578.6522,,4200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,100,,,,,243,303,,,71,164,82,108,22,,,,,25,888,28,315,7,,,,,,,,,,,,,255,48,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168593
