Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-507B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,361440.5749,524.9477442,,66697.23059,,,,5935.523344,3368.416152,0,258.4112238,,41765.47396,24382.03397,0,,,,,,,,,,,,,,,,30300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,16,24,87,20,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298864
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-508A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,349715.8313,1143.543634,,66151.15161,,,,8112.235625,6027.187069,1862.578744,171.4423326,,51980.91491,25885.05516,547.4613998,,,,,,,,,,,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,96,13,124,11,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298865
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-508B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,357963.023,755.2441715,,64680.52401,,,,6370.959446,4272.326382,1036.236326,209.7007418,,47454.62562,24042.99332,431.7754981,,,,,,,,,,,,,,,,34300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,32,20,97,20,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298866
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-508B-R [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,33,18,100,14,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298867
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-509 [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356040.8865,986.7056367,,66721.07553,,,,7547.628972,4868.286566,812.8525618,167.3445327,,46441.93093,23197.71786,565.8099081,,,,,,,,,,,,,,,,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,63,13,110,11,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298868
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-509-R [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,68,14,117,11,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298869
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-510 [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,357832.9023,838.7399651,,69325.27638,,,,7230.428974,4030.352084,62.51243634,160.5639972,,43139.44783,22524.74462,221.6777094,,,,,,,,,,,,,,,,28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,51,20,119,12,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298870
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-512A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,359157.7433,662.7976578,,68795.91829,,,,6776.941208,3619.460038,623.2611317,272.1452203,,43311.16267,21154.16187,302.2068935,,,,,,,,,,,,,,,,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,29,23,100,19,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298871
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-513 [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356142.9787,913.3577809,,68326.76516,,,,8072.017648,4659.582679,998.1152479,281.3786186,,40215.04247,26331.96622,264.2698466,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,51,17,109,14,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298872
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,360713.18,631.3350763,,65698.07409,,,,5863.826381,3823.314514,0,215.9474689,,42917.44914,25412.77868,0,,,,,,,,,,,,,,,,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,24,20,93,15,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298873
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,359207.6449,856.3093109,,65894.76067,,,,7500.633421,4959.77599,676.96805,237.1092474,,41258.63926,25059.79764,44.53844059,,,,,,,,,,,,,,,,20100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,69,21,108,14,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298874
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514C^ [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,329572.9281,1017.447167,,64007.30493,,,,7857.223563,5375.644118,881.7514119,163.1416416,,58726.5721,57573.23688,281.2075781,,,,,,,,,,,,,,,,107500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,80,13,101,6,,,,,,,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298875
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514C^-R [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,323766.4825,973.6520107,,62920.96636,,,,7927.978998,5383.091658,890.6025546,114.3762061,,60564.94645,67161.20659,0,,,,,,,,,,,,,,,,110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,83,16,114,10,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298876
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514D [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,351787.3881,1138.642312,,68329.04733,,,,8273.44709,7931.666629,1727.89826,176.8819495,,47590.02573,21841.8485,348.8665499,,,,,,,,,,,,,,,,27700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,119,13,136,9,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298877
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514E [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356373.186,810.6487678,,64646.63075,,,,6784.738165,4082.368814,621.151339,185.3283322,,46848.14122,27755.94339,236.1158247,,,,,,,,,,,,,,,,37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,39,15,109,11,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298878
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514F [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,352554.2912,1156.669339,,69269.77699,,,,8722.897461,5524.58873,1126.468491,183.8315545,,48286.0756,21046.95595,594.5302062,,,,,,,,,,,,,,,,24300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,97,10,131,10,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298879
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-514F-R [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,99,15,133,8,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298880
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-516A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356662.3953,1007.900535,,66828.91805,,,,8051.071183,4984.565256,802.5879563,191.7634878,,42558.11433,25395.3024,270.1554284,,,,,,,,,,,,,,,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,64,14,126,10,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298881
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-516B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356045.741,899.3043942,,66767.70804,,,,7202.959585,6745.032866,1048.385128,200.3564503,,42806.81435,24934.55772,334.197202,,,,,,,,,,,,,,,,28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,76,15,118,11,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298882
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-518A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,361152.5603,613.6113425,,65274.17824,,,,5953.880339,3592.071496,623.6358041,232.2634052,,40444.04615,26414.48468,293.3620404,,,,,,,,,,,,,,,,28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,19,19,92,16,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298883
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-518B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,351966.5367,979.9202645,,69418.89271,,,,9207.268063,8090.421514,1570.015542,258.0867279,,38695.85732,27256.28102,336.321927,,,,,,,,,,,,,,,,33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,116,15,111,14,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298884
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-518C [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,351298.1006,784.6237908,,68721.32353,,,,9289.763346,7058.520343,1395.778774,364.9963991,,37811.52345,31513.4783,287.9548418,,,,,,,,,,,,,,,,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,102,26,95,20,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298885
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-518D [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,360360.958,722.4368411,,65949.01596,,,,6510.416226,3939.293358,621.2792942,207.449302,,42232.6582,24105.86098,305.7421481,,,,,,,,,,,,,,,,24800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,32,19,105,14,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298886
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-518E [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,359605.0159,699.6309838,,66948.03032,,,,6788.605436,4031.194494,622.9647132,208.0120747,,40477.70661,25098.56148,329.1135989,,,,,,,,,,,,,,,,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,32,18,103,16,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298887
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-519A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,360827.3236,486.5391325,,66352.06696,,,,5706.935561,3362.111616,0,282.1082747,,43397.99452,24629.79472,0,,,,,,,,,,,,,,,,29500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,15,25,93,24,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298888
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-519B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356672.0064,979.5659676,,67345.01339,,,,7513.326669,4502.403492,792.2334563,176.2478748,,46852.66208,22354.45166,0,,,,,,,,,,,,,,,,23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,61,14,123,9,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298889
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-520A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,353492.8069,577.9818572,,73884.58072,,,,6510.71647,5124.281732,0,300.3673408,,42717.19425,23593.3109,0,,,,,,,,,,,,,,,,39600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,27,29,101,24,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298890
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-520B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,350718.0884,741.6600373,,65308.03827,,,,6554.093105,3749.308807,637.8108069,188.3959055,,53743.34644,30098.4791,336.9568221,,,,,,,,,,,,,,,,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,26,17,94,11,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298891
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-521A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,359500.0272,495.3489535,,65930.28698,,,,5545.908167,3721.365421,1358.158991,272.0350017,,45480.60138,23130.62851,261.5059851,,,,,,,,,,,,,,,,29700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,17,28,88,21,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298892
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-521B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,360073.9036,473.5463694,,66252.13822,,,,5745.653363,3908.275605,0,281.8003773,,45853.45277,22744.19798,258.6164532,,,,,,,,,,,,,,,,28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,21,30,90,24,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298893
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-521C [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,355746.8477,827.0743909,,64873.21398,,,,6808.647644,8116.009703,63.5252137,171.3235953,,45185.07926,26281.31435,298.8264334,,,,,,,,,,,,,,,,40600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,67,15,112,12,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298894
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-522-D [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,356127.4612,693.9461408,,69278.20937,,,,6851.575314,4401.212239,0,269.805529,,41356.67211,27395.48788,0,,,,,,,,,,,,,,,,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,42,21,89,16,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298895
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-522A [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,357594.8193,528.7393837,,69580.08085,,,,6214.681797,3323.160119,625.8865103,281.3295723,,41460.22572,25193.17858,298.9503367,,,,,,,,,,,,,,,,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,22,25,91,23,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298896
[10276],RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA / BISHOP TUFF RHYOLITE,,37.62,37.62,-118.75,-118.75,SUBAERIAL,,,s B-522B [10276],RHYOLITE [10276],,,,QUATERNARY [10276],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10276] ,361658.0826,484.8419226,,66296.25726,,,,5687.027877,3350.383456,0,281.1241874,,42024.02812,24651.59391,0,,,,,,,,,,,,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,12,24,91,22,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298897
